Gene ID	Module	MM	Locus Name	TF Family	TF Name	Functional Annotation
GRMZM2G144621	13	0.854122753	--	--	--	Uncharacterized protein
GRMZM2G071307	13	0.85353108	--	--	--	Uncharacterized protein
GRMZM2G133958	13	0.849485841	--	--	--	Uncharacterized protein
GRMZM2G092997	13	0.84731867	--	--	--	-
GRMZM2G070279	13	0.846004529	--	--	--	Uncharacterized protein
GRMZM2G177934	13	0.845153851	--	--	--	Chemocyanin
GRMZM2G171752	13	0.842629905	--	--	--	Uncharacterized protein
GRMZM2G167438	13	0.840107256	--	--	--	3-ketoacyl-CoA synthase
GRMZM2G460078	13	0.839911737	--	--	--	Long-chain-fatty-acid-CoA ligase-like protein
GRMZM2G088018	13	0.837451297	--	--	--	-
GRMZM2G178247	13	0.837253179	--	--	--	Cyclin superfamily protein, putative
GRMZM2G000753	13	0.832958186	--	--	--	Uncharacterized protein
GRMZM2G058021	13	0.831653087	--	--	--	Putative uncharacterized protein
GRMZM2G099666	13	0.830075108	--	--	--	Acyl-coenzyme A oxidase
GRMZM2G123604	13	0.82551675	--	--	--	Serine/threonine-protein kinase
GRMZM2G180916	13	0.824593515	--	--	--	SnRK2.3; Uncharacterized protein
GRMZM2G035552	13	0.818832999	--	--	--	ACR8
GRMZM2G033962	13	0.817851985	--	Orphans	ZmOrphan352	-
GRMZM2G065451	13	0.817845713	--	SBP	ZmSBP20	Squamosa promoter-binding protein-like (SBP domain) transcription factor family protein isoform 1; Squamosa promoter-binding protein-like (SBP domain) transcription factor family protein isoform 2; Uncharacterized protein
GRMZM2G033746	13	0.816713956	--	--	--	Uncharacterized protein
GRMZM2G148333	13	0.812628094	--	AP2-EREBP	ZmEREB202	Ethylene response factor; Uncharacterized protein
GRMZM2G029878	13	0.809440308	--	--	--	-
GRMZM2G148925	13	0.808302994	CC7	--	--	Cystatin; Uncharacterized protein
GRMZM2G147716	13	0.807292733	M28	MADS (MIKC-type)	ZmMADS67	Uncharacterized protein
GRMZM5G847159	13	0.805550476	--	--	--	Putative cytochrome P450 superfamily protein
GRMZM2G003090	13	0.802594382	--	--	--	Uncharacterized protein
GRMZM2G162460	13	0.798615222	--	--	--	Uncharacterized protein
GRMZM2G027241	13	0.797459267	--	--	--	Pathogenicity protein PATH531-like protein
GRMZM2G389700	13	0.79558003	--	--	--	-
GRMZM2G050849	13	0.794571011	--	--	--	-
GRMZM2G394203	13	0.79390423	--	--	--	-
GRMZM2G129083	13	0.787852695	--	--	--	Uncharacterized protein
GRMZM2G004748	13	0.78175745	--	--	--	Uncharacterized protein
GRMZM2G118441	13	0.780115398	--	--	--	Nodulin-like protein
GRMZM2G020500	13	0.776511988	--	--	--	Uncharacterized protein
GRMZM2G550925	13	0.776334588	--	--	--	-
GRMZM2G127143	13	0.775254985	--	--	--	Uncharacterized protein
GRMZM5G809105	13	0.774799189	--	--	--	Uncharacterized protein
GRMZM5G846196	13	0.772514074	--	--	--	Putative vesicle-associated membrane protein family protein; Uncharacterized protein
GRMZM2G040692	13	0.771979455	--	--	--	-
GRMZM2G341934	13	0.770285425	--	--	--	Uncharacterized protein
GRMZM2G365761	13	0.766021251	--	--	--	-
GRMZM2G032955	13	0.765864412	--	--	--	Prenylated rab acceptor family protein
GRMZM2G157690	13	0.760297503	--	--	--	-
GRMZM5G803341	13	0.757848356	--	--	--	-
GRMZM2G051256	13	0.757742503	--	MYB	ZmMYB40	MYB transcription factor; MYB-IF35 transcription factor; R2R3 Myb transcription factor MYB-IF35; Uncharacterized protein
GRMZM2G021194	13	0.757575322	--	--	--	-
GRMZM2G168917	13	0.755420672	--	--	--	Leucine-rich repeat receptor protein kinase EXS
GRMZM2G112957	13	0.755159964	--	--	--	-
GRMZM2G064710	13	0.75474418	--	--	--	Uncharacterized protein
GRMZM2G081172	13	0.753563294	--	--	--	Uncharacterized protein
GRMZM5G831471	13	0.750319452	--	--	--	-
GRMZM2G010435	13	0.746559763	--	--	--	Uncharacterized protein
GRMZM2G355610	13	0.746136314	--	--	--	Putative CRAL/TRIO domain containing, Sec14p-like phosphatidylinositol transfer family protein
GRMZM2G116140	13	0.743927538	--	--	--	Uncharacterized protein
GRMZM2G112530	13	0.741661662	--	--	--	Uncharacterized protein
GRMZM2G071370	13	0.73438967	--	--	--	Putative uncharacterized protein
AC211196.3_FG003	13	0.728092167	--	--	--	-
GRMZM2G456840	13	0.72765312	--	--	--	Putative uncharacterized protein
GRMZM6G037947	13	0.724878286	--	--	--	-
GRMZM2G538224	13	0.71126457	--	--	--	-
GRMZM2G311680	13	0.687218781	--	--	--	Aspartic proteinase nepenthesin-2
GRMZM2G397661	13	0.684027427	--	--	--	Thioesterase family protein
GRMZM5G878070	13	0.665561912	--	--	--	Uncharacterized protein
GRMZM2G093270	13	0.632438436	--	PLATZ	ZmPLATZ13	Uncharacterized protein
GRMZM2G099984	13	0.6147232	--	--	--	Hydrophobic protein LTI6B
GRMZM2G516421	14	0.997461606	--	--	--	Putative uncharacterized protein
GRMZM2G063522	14	0.997232488	--	NAC	ZmNAC113	Uncharacterized protein
GRMZM2G051179	14	0.988776145	--	--	--	Uncharacterized protein
GRMZM2G062724	14	0.986874371	--	--	--	Uncharacterized protein
GRMZM2G058685	14	0.985653127	--	--	--	Uncharacterized protein
GRMZM2G111533	14	0.985633164	--	--	--	Uncharacterized protein
GRMZM2G406119	14	0.985220865	--	--	--	Uncharacterized protein; VAMP protein SEC22
GRMZM2G004211	14	0.985205787	--	--	--	APx3-Peroxisomal Ascorbate Peroxidase
GRMZM2G126582	14	0.984734426	--	--	--	Aquaporin NIP-type
GRMZM2G026452	14	0.982688527	--	--	--	Uncharacterized protein
GRMZM2G364601	14	0.981277955	--	--	--	-
GRMZM2G048616	14	0.980774722	--	--	--	Oxidoreductase; Uncharacterized protein
GRMZM2G115660	14	0.978655984	--	--	--	Vacuolar sorting receptor 7
GRMZM2G043277	14	0.974369001	--	--	--	Uncharacterized protein
GRMZM2G084498	14	0.974276819	--	--	--	Uncharacterized protein
GRMZM2G112681	14	0.973005018	--	NAC	ZmNAC47	Putative NAC domain transcription factor superfamily protein; Uncharacterized protein
GRMZM5G899378	14	0.972429495	--	--	--	Uncharacterized protein
GRMZM2G322173	14	0.972408827	--	--	--	-
GRMZM2G055204	14	0.970688012	DBP2	AP2-EREBP	ZmEREB18	AP2 domain-containing protein
GRMZM2G419847	14	0.970537079	--	--	--	Putative uncharacterized protein
GRMZM2G032160	14	0.970477508	--	--	--	Uncharacterized protein
GRMZM2G132531	14	0.969714841	--	--	--	Putative RING zinc finger domain superfamily protein
GRMZM2G098793	14	0.968827415	--	--	--	Glycosyltransferase
GRMZM5G833332	14	0.968763633	--	--	--	Uncharacterized protein
GRMZM2G129674	14	0.967945283	--	AP2-EREBP	ZmEREB179	Uncharacterized protein
GRMZM2G133018	14	0.967100132	--	--	--	Uncharacterized protein
GRMZM2G080073	14	0.966173235	--	--	--	Uncharacterized protein
GRMZM2G178509	14	0.965160789	--	--	--	-
GRMZM2G440925	14	0.965152553	--	--	--	Uncharacterized protein
GRMZM2G038512	14	0.962725848	--	--	--	Uncharacterized protein
GRMZM2G147775	14	0.961193791	--	--	--	Actin-depolymerizing factor 5
GRMZM5G896177	14	0.961102898	--	--	--	-
GRMZM2G155991	14	0.959690879	--	Orphans	ZmOrphan41	Protein phosphatase 2C; Uncharacterized protein
GRMZM2G311233	14	0.959423316	--	--	--	-
GRMZM2G087824	14	0.959040221	--	--	--	Uncharacterized protein
GRMZM2G102318	14	0.958600905	--	--	--	Putative cytochrome P450 superfamily protein; Uncharacterized protein
GRMZM2G107196	14	0.958476475	--	--	--	Uncharacterized protein
GRMZM2G092945	14	0.957598672	--	--	--	Uncharacterized protein
GRMZM2G373554	14	0.95714266	--	--	--	Uncharacterized protein
GRMZM5G843748	14	0.953757132	--	--	--	Uncharacterized protein
GRMZM2G032351	14	0.952993868	--	--	--	Phototropin-1
GRMZM2G149392	14	0.95183186	--	--	--	Uncharacterized protein
GRMZM2G035584	14	0.951698966	--	--	--	Uncharacterized protein
GRMZM2G029101	14	0.950861642	--	--	--	Expp1 protein
GRMZM2G123428	14	0.950629397	--	--	--	Uncharacterized protein
GRMZM2G153075	14	0.950110854	--	--	--	F-box protein FBL2; F-box/LRR repeat-containing protein 2 isoform 1; F-box/LRR repeat-containing protein 2 isoform 2; Uncharacterized protein
GRMZM2G007867	14	0.949612443	--	--	--	Uncharacterized protein
GRMZM2G152041	14	0.949605131	--	--	--	Uncharacterized protein
GRMZM2G061704	14	0.94912557	--	--	--	-
GRMZM2G042178	14	0.948784802	--	--	--	-
GRMZM2G015605	14	0.946977007	--	--	--	NaCl stress protein1; Uncharacterized protein
GRMZM2G037015	14	0.945960153	--	--	--	Uncharacterized protein
GRMZM2G472248	14	0.945042741	--	--	--	Protein induced upon tuberization
GRMZM2G471250	14	0.944651348	--	--	--	-
GRMZM2G096591	14	0.943289997	--	--	--	Glucan endo-1,3-beta-glucosidase 7
GRMZM2G123558	14	0.942940988	--	--	--	DREPP4 protein; Uncharacterized protein
GRMZM2G414727	14	0.939596896	--	--	--	SAUR56-auxin-responsive SAUR family member
GRMZM2G052666	14	0.939331938	--	--	--	Peptide methionine sulfoxide reductase
GRMZM2G133029	14	0.939175847	--	--	--	Uncharacterized protein
GRMZM2G150248	14	0.93905309	--	--	--	Lysine-specific histone demethylase 1
GRMZM2G394500	14	0.938448024	--	--	--	Putative class III secretory plant peroxidase family protein; Uncharacterized protein
GRMZM5G818728	14	0.936835603	--	--	--	-
GRMZM2G036086	14	0.935733138	--	--	--	Peroxisomal biogenesis factor 11 family protein
GRMZM2G318213	14	0.934924855	--	--	--	Grx_C15-glutaredoxin subgroup III
GRMZM2G334607	14	0.934674327	--	--	--	-
GRMZM2G125838	14	0.933922064	--	--	--	Calcineurin subunit B
GRMZM2G371033	14	0.933266818	--	SBP	ZmSBP18	Squamosa promoter-binding protein-like (SBP domain) transcription factor family protein
GRMZM2G105415	14	0.933176953	--	--	--	Uncharacterized protein
GRMZM2G126471	14	0.932615502	--	--	--	Uncharacterized protein
GRMZM5G843336	14	0.932320023	--	--	--	Uncharacterized protein
GRMZM2G132978	14	0.931105134	--	--	--	Uncharacterized protein
GRMZM2G150656	14	0.928387802	--	--	--	Peroxisomal multifunctional enzyme type 2
GRMZM2G170894	14	0.926551511	--	--	--	-
GRMZM2G144782	14	0.925871543	--	--	--	RING finger and CHY zinc finger domain-containing protein 1; Uncharacterized protein
GRMZM2G126808	14	0.925400591	--	Homeobox	ZmHB45	Uncharacterized protein
GRMZM2G171254	14	0.923917809	--	--	--	Uncharacterized protein
GRMZM2G103937	14	0.923325306	--	--	--	Uncharacterized protein
GRMZM6G616789	14	0.92308155	--	--	--	Uncharacterized protein
AC233851.1_FG008	14	0.921581376	--	--	--	-
GRMZM2G021877	14	0.920191437	--	--	--	60S ribosomal protein L18A; Uncharacterized protein
GRMZM2G390331	14	0.919506004	--	--	--	-
GRMZM2G106511	14	0.918791846	--	--	--	Uncharacterized protein; Wound-induced protein
GRMZM5G834532	14	0.918296498	--	--	--	Uncharacterized protein
GRMZM5G870446	14	0.915868531	--	--	--	Uncharacterized protein
GRMZM2G052336	14	0.915412001	--	--	--	Uncharacterized protein
GRMZM2G404603	14	0.915360668	9C20.6A	--	--	Putative uncharacterized protein 9C20.6a; Uncharacterized protein
GRMZM5G824851	14	0.911599646	--	--	--	-
GRMZM2G103013	14	0.909450004	--	--	--	Uncharacterized protein
GRMZM2G058450	14	0.90597652	--	--	--	Uncharacterized protein
GRMZM2G075988	14	0.905423752	--	OVATE	ZmOFP4	Plant-specific domain TIGR01568 family protein
GRMZM2G086190	14	0.902542924	--	--	--	Uncharacterized protein
GRMZM2G161641	14	0.899316512	--	--	--	-
GRMZM2G453610	14	0.898940188	--	--	--	-
GRMZM2G031028	14	0.898381941	--	--	--	Plastid-lipid-associated protein 2; Uncharacterized protein
GRMZM2G001514	14	0.895334988	--	--	--	Fasciclin-like arabinogalactan protein 7
GRMZM2G536820	14	0.892341293	--	--	--	-
GRMZM5G875784	14	0.890435178	--	--	--	Uncharacterized protein
GRMZM5G808853	14	0.885204024	--	--	--	Uncharacterized protein
GRMZM2G060842	14	0.880354788	--	--	--	Uncharacterized protein
GRMZM2G152703	14	0.880038703	--	--	--	Uncharacterized protein
GRMZM2G129018	14	0.873955921	--	--	--	Uncharacterized protein
GRMZM2G002425	14	0.86969384	--	--	--	-
GRMZM5G840487	14	0.869571102	--	--	--	Uncharacterized protein
AC212321.4_FG004	14	0.869469572	--	--	--	-
GRMZM2G041549	14	0.869291441	--	--	--	Uncharacterized protein; Zinc finger, C3HC4 type family protein
GRMZM5G883903	14	0.866730529	--	--	--	Uncharacterized protein
GRMZM2G144530	14	0.861660347	--	--	--	-
GRMZM2G432480	14	0.835446023	--	--	--	Phosphate import ATP-binding protein pstB 1
GRMZM2G158131	14	0.825100448	--	--	--	Putative uncharacterized protein
GRMZM2G134708	14	0.800635511	--	--	--	Uncharacterized protein
GRMZM2G114044	14	0.773585783	--	--	--	Uncharacterized protein
GRMZM2G177878	14	0.730659358	--	--	--	Uncharacterized protein
GRMZM2G060368	15	0.99429547	--	--	--	-
GRMZM2G133613	15	0.992506312	--	--	--	Uncharacterized protein
GRMZM2G048854	15	0.991976688	--	--	--	Uncharacterized protein
GRMZM2G363229	15	0.991309296	--	--	--	Antiporter/ drug transporter/ transporter
GRMZM2G133781	15	0.990694524	--	--	--	Uncharacterized protein
GRMZM2G372633	15	0.990691271	--	--	--	Uncharacterized protein
GRMZM2G038024	15	0.990116822	--	--	--	-
GRMZM2G450822	15	0.989809312	--	--	--	-
GRMZM2G007137	15	0.989376476	--	--	--	Uncharacterized protein
GRMZM2G097084	15	0.989291102	--	--	--	-
GRMZM2G009489	15	0.989092806	--	--	--	-
GRMZM2G483273	15	0.988726263	--	--	--	Uncharacterized protein
GRMZM2G180454	15	0.988704881	--	--	--	-
AC205383.3_FG003	15	0.98859315	--	--	--	-
GRMZM2G170208	15	0.988534276	PHT1;2	--	--	Inorganic phosphate transporter
GRMZM2G075595	15	0.987849382	--	--	--	-
GRMZM2G118269	15	0.987720524	--	--	--	Uncharacterized protein
GRMZM2G117940	15	0.987437022	--	--	--	-
GRMZM2G404688	15	0.987342141	--	--	--	Trypsin/factor XIIA inhibitor
GRMZM2G160924	15	0.987341762	--	--	--	Uncharacterized protein
GRMZM2G001977	15	0.987243144	--	--	--	-
GRMZM2G369018	15	0.987235359	--	BZR 	ZmBZR8	-
GRMZM2G160611	15	0.987229217	--	--	--	Uncharacterized protein
GRMZM2G069820	15	0.987109492	--	--	--	-
GRMZM2G136525	15	0.987079094	--	--	--	Peroxidase 12; Uncharacterized protein
GRMZM2G032800	15	0.987026785	--	--	--	-
GRMZM2G544717	15	0.986996303	--	--	--	-
GRMZM2G437040	15	0.986976673	ESR6B	--	--	Defensin
GRMZM2G066469	15	0.986895972	--	--	--	Inner membrane protease subunit 1
GRMZM2G081928	15	0.986826403	--	--	--	Uncharacterized protein
GRMZM2G163211	15	0.986822349	--	--	--	-
GRMZM2G478599	15	0.986757691	--	--	--	-
GRMZM2G420385	15	0.986736172	--	--	--	-
GRMZM5G815154	15	0.986721634	--	--	--	Uncharacterized protein
GRMZM2G112855	15	0.986668212	--	--	--	-
AC202172.3_FG004	15	0.98660705	--	--	--	-
GRMZM2G353957	15	0.986603506	--	--	--	-
GRMZM2G573956	15	0.986596474	--	--	--	-
GRMZM2G358991	15	0.986580136	--	--	--	Uncharacterized protein
GRMZM2G168099	15	0.986577348	--	--	--	Uncharacterized protein
GRMZM2G560658	15	0.986523279	--	--	--	-
GRMZM5G830361	15	0.986403322	--	--	--	-
AC199577.4_FG004	15	0.986378018	--	--	--	-
AC211996.4_FG002	15	0.986378018	--	--	--	-
GRMZM2G064631	15	0.986378018	--	--	--	-
GRMZM2G163099	15	0.986378018	--	--	--	Uncharacterized protein
GRMZM5G812253	15	0.986378018	--	--	--	-
GRMZM5G822888	15	0.986378018	--	--	--	Uncharacterized protein
GRMZM2G137369	15	0.986372763	--	--	--	-
GRMZM2G048353	15	0.986365863	ESR-6	--	--	Defensin
GRMZM2G315601	15	0.98634515	ESR2B	--	--	CLAVATA3/ESR (CLE)-related protein 2-B ESR2Bp [Source:UniProtKB/Swiss-Prot;Acc:O24618]
GRMZM2G120008	15	0.986264863	--	--	--	Uncharacterized protein
GRMZM2G344606	15	0.986242366	--	--	--	-
GRMZM5G815808	15	0.986176628	--	--	--	Uncharacterized protein
GRMZM2G101584	15	0.986165446	--	--	--	Uncharacterized protein
GRMZM2G496821	15	0.986157913	--	--	--	Uncharacterized protein
GRMZM2G175207	15	0.986122784	--	--	--	-
GRMZM2G700896	15	0.986113604	--	--	--	Uncharacterized protein
GRMZM5G869984	15	0.986092697	--	G2-like	--	-
GRMZM2G149899	15	0.986086447	--	--	--	-
GRMZM2G149869	15	0.986078374	--	--	--	-
GRMZM2G140302	15	0.986064312	ESR3	--	--	CLAVATA3/ESR (CLE)-related protein ESR3 ESR3p [Source:UniProtKB/Swiss-Prot;Acc:O24567]
GRMZM2G046086	15	0.986063786	ESR1	--	--	CLAVATA3/ESR (CLE)-related protein ESR1 ESR1p [Source:UniProtKB/Swiss-Prot;Acc:O24602]
GRMZM2G449327	15	0.986047767	--	--	--	-
GRMZM2G099408	15	0.985994779	--	MADS (M-type)	ZmMADS25	Putative MADS-box transcription factor family protein
GRMZM2G069698	15	0.985980405	--	--	--	-
GRMZM2G460869	15	0.985907814	--	MYB	ZmMYB136	-
AC209356.4_FG001	15	0.985867358	--	--	--	Uncharacterized protein
GRMZM2G006601	15	0.985865002	--	--	--	Uncharacterized protein
GRMZM2G097719	15	0.98582676	--	--	--	-
GRMZM2G000679	15	0.985795604	--	--	--	-
GRMZM2G457396	15	0.985747881	--	--	--	-
GRMZM2G055313	15	0.98574499	--	--	--	Uncharacterized protein
GRMZM2G057616	15	0.985662818	--	--	--	Uncharacterized protein
GRMZM2G573952	15	0.985600663	--	--	--	-
AC211857.4_FG002	15	0.985600211	--	--	--	-
GRMZM2G175165	15	0.985591323	--	--	--	Uncharacterized protein
GRMZM2G481948	15	0.985481327	--	--	--	-
GRMZM5G863107	15	0.985467073	--	--	--	Uncharacterized protein
GRMZM2G375707	15	0.985392468	--	MADS (M-type)	ZmMADS42	Putative MADS-box transcription factor family protein; Uncharacterized protein
GRMZM2G481086	15	0.985331462	--	--	--	-
GRMZM2G041317	15	0.985319042	--	--	--	Uncharacterized protein
GRMZM2G052548	15	0.985302404	--	--	--	Skin secretory protein xP2
GRMZM2G008656	15	0.985119681	--	--	--	-
GRMZM2G029926	15	0.985005216	--	--	--	Uncharacterized protein
GRMZM2G145466	15	0.984950547	--	--	--	-
GRMZM5G870955	15	0.984939283	--	--	--	-
GRMZM2G050994	15	0.984737018	--	--	--	Uncharacterized protein
GRMZM2G162447	15	0.984689843	--	--	--	-
GRMZM2G406643	15	0.984518637	--	--	--	-
GRMZM2G031613	15	0.984186512	--	--	--	Uncharacterized protein
AC200557.3_FG001	15	0.983733489	--	--	--	-
GRMZM2G076327	15	0.983723996	--	LBD	ZmLBD7	-
GRMZM2G148930	15	0.983708694	--	--	--	Uncharacterized protein
GRMZM2G487435	15	0.98361656	--	--	--	-
GRMZM2G103251	15	0.983588711	--	--	--	Uncharacterized protein
GRMZM2G403190	15	0.983093804	--	--	--	Uncharacterized protein
GRMZM2G094165	15	0.982978678	--	--	--	Carbonic anhydrase
GRMZM2G340139	15	0.982632478	--	--	--	-
GRMZM2G152172	15	0.982068922	--	BZR 	ZmBZR9	Uncharacterized protein
GRMZM5G874348	15	0.981744937	--	--	--	-
AC208916.3_FG003	15	0.981723256	--	--	--	Uncharacterized protein
GRMZM2G057365	15	0.981408889	--	--	--	Uncharacterized protein
AC213432.2_FG004	15	0.98055242	--	--	--	PME/invertase inhibitor-like protein; Uncharacterized protein
GRMZM2G379445	15	0.980345926	--	--	--	Uncharacterized protein
GRMZM2G168365	15	0.9799508	--	--	--	MTN3 isoform 1; MTN3 isoform 2
GRMZM2G018760	15	0.979737029	--	--	--	MazG nucleotide pyrophosphohydrolase domain protein
AC194209.3_FG001	15	0.979681046	--	--	--	-
AC200069.4_FG002	15	0.97948947	--	--	--	Uncharacterized protein
GRMZM2G119265	15	0.97912945	--	--	--	Beta-1,3-galactosyltransferase sqv-2; Uncharacterized protein
GRMZM2G058227	15	0.978570779	--	--	--	Glycerophosphoryl diester phosphodiesterase
GRMZM2G111770	15	0.978222022	--	NAC	ZmNAC15	Putative NAC domain transcription factor superfamily protein
GRMZM2G103055	15	0.977868851	--	--	--	Alpha-amylase; Uncharacterized protein
GRMZM2G467339	15	0.97719081	--	--	--	-
GRMZM2G306771	15	0.976117393	--	--	--	-
GRMZM5G874016	15	0.9753367	--	--	--	-
AC204919.4_FG001	15	0.97506878	--	--	--	-
AC207537.3_FG003	15	0.974705239	--	--	--	Putative uncharacterized protein
GRMZM2G059165	15	0.974702324	--	--	--	-
AC209257.4_FG004	15	0.974261629	--	--	--	Uncharacterized protein
GRMZM2G144464	15	0.973445464	--	--	--	Uncharacterized protein
GRMZM2G128832	15	0.972291589	--	--	--	Putative uncharacterized protein
GRMZM2G036219	15	0.972034457	--	--	--	-
GRMZM2G393229	15	0.971930612	--	--	--	-
GRMZM2G702026	15	0.971842067	--	ARF 	ZmARF36	Uncharacterized protein
GRMZM2G009591	15	0.971557015	--	--	--	Uncharacterized protein
GRMZM2G041352	15	0.970772982	--	--	--	Nuclease PA3
GRMZM2G169092	15	0.970671777	--	--	--	-
GRMZM2G307241	15	0.96990716	--	BZR 	ZmBZR3	Uncharacterized protein
AC225564.3_FG003	15	0.96863513	--	--	--	-
AC205362.4_FG002	15	0.967835315	--	--	--	Uncharacterized protein
GRMZM2G037823	15	0.96751807	--	Trihelix	--	-
GRMZM6G317966	15	0.967287661	--	--	--	-
GRMZM2G134926	15	0.967120137	--	--	--	-
GRMZM2G481005	15	0.966613781	--	--	--	Uncharacterized protein
GRMZM2G171223	15	0.966549236	--	--	--	Uncharacterized protein
GRMZM5G823552	15	0.966187106	--	--	--	-
GRMZM2G004435	15	0.965000898	--	--	--	Polygalacturonase; Uncharacterized protein
GRMZM2G144158	15	0.964535508	--	--	--	Uncharacterized protein
GRMZM2G046743	15	0.964480426	--	--	--	Uncharacterized protein
AC209257.4_FG006	15	0.964368436	--	AP2-EREBP	ZmEREB100	Putative AP2/EREBP transcription factor superfamily protein
GRMZM2G014610	15	0.96404333	--	--	--	Uncharacterized protein
GRMZM2G088861	15	0.963800742	--	--	--	Uncharacterized protein
GRMZM2G146004	15	0.962294719	--	--	--	Uncharacterized protein
GRMZM2G042639	15	0.961815079	IN2-1	--	--	Protein IN2-1
GRMZM2G548708	15	0.961710073	--	--	--	-
GRMZM2G368044	15	0.960978922	--	--	--	-
GRMZM2G015844	15	0.96011835	--	--	--	Uncharacterized protein
